lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ02812.1_1,99.913,1143,1,0,1,1143,1,1143,0.0,2058
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ03261.1_450,84.848,33,5,0,212,244,2477,2445,0.003,38.3
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ02826.1_15,82.353,34,6,0,98,131,571,538,0.011,35.6
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ02819.1_8,84.848,33,4,1,606,638,633,602,0.039,34.6
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ03255.1_444,76.744,43,10,0,435,477,1077,1119,0.039,33.7
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ03128.1_317,75.000,48,12,0,392,439,2525,2572,0.039,33.7
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ02910.1_99,91.304,23,2,0,1094,1116,257,279,0.039,33.7
lcl|L43967.2_cds_AAC71217.2_1,lcl|CP003770.1_cds_AFQ02828.1_17,100.000,18,0,0,585,602,339,356,0.039,33.7
lcl|L43967.2_cds_AAC71218.2_2,lcl|CP003770.1_cds_AFQ02813.1_2,100.000,933,0,0,1,933,1,933,0.0,1683
lcl|L43967.2_cds_AAC71218.2_2,lcl|CP003770.1_cds_AFQ02872.1_61,79.070,43,7,1,599,641,358,398,0.009,35.6
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP003770.1_cds_AFQ02814.1_3,99.949,1953,1,0,1,1953,1,1953,0.0,3518
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP003770.1_cds_AFQ02814.1_3,100.000,22,0,0,1440,1461,1461,1440,4.52e-04,41.0
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP003770.1_cds_AFQ03032.1_221,65.945,508,148,11,1315,1808,1267,1763,1.06e-24,110
lcl|L43967.2_cds_AAC71219.1_3,lcl|CP003770.1_cds_AFQ03032.1_221,66.574,359,107,9,39,391,24,375,1.80e-15,78.8
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ02815.1_4,99.960,2511,1,0,1,2511,1,2511,0.0,4525
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ03033.1_222,66.154,585,166,18,133,701,97,665,3.92e-25,111
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ02816.1_5,100.000,29,0,0,2483,2511,1,29,9.24e-08,53.6
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ02830.1_19,79.032,62,7,3,1843,1903,458,514,1.37e-05,46.4
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ03079.1_268,95.652,23,1,0,1605,1627,521,499,0.007,38.3
lcl|L43967.2_cds_AAC71220.1_4,lcl|CP003770.1_cds_AFQ02866.1_55,100.000,20,0,0,1179,1198,321,340,0.007,37.4
lcl|L43967.2_cds_AAC71221.1_5,lcl|CP003770.1_cds_AFQ02816.1_5,100.000,1254,0,0,1,1254,1,1254,0.0,2262
lcl|L43967.2_cds_AAC71221.1_5,lcl|CP003770.1_cds_AFQ02815.1_4,100.000,29,0,0,1,29,2483,2511,4.58e-08,53.6
lcl|L43967.2_cds_AAC71221.1_5,lcl|CP003770.1_cds_AFQ02971.1_160,91.667,24,2,0,133,156,361,384,0.012,35.6
lcl|L43967.2_cds_AAC71221.1_5,lcl|CP003770.1_cds_AFQ03258.1_447,81.579,38,6,1,224,260,334,371,0.043,34.6
lcl|L43967.2_cds_AAC71221.1_5,lcl|CP003770.1_cds_AFQ03172.1_361,91.304,23,2,0,32,54,113,135,0.043,33.7
lcl|L43967.2_cds_AAC71222.1_6,lcl|CP003770.1_cds_AFQ02817.1_6,100.000,633,0,0,1,633,1,633,0.0,1142
lcl|L43967.2_cds_AAC71222.1_6,lcl|CP003770.1_cds_AFQ02818.1_7,100.000,28,0,0,606,633,1,28,7.95e-08,51.8
lcl|L43967.2_cds_AAC71222.1_6,lcl|CP003770.1_cds_AFQ02963.1_152,81.579,38,6,1,552,588,1319,1356,0.021,34.6
lcl|L43967.2_cds_AAC71222.1_6,lcl|CP003770.1_cds_AFQ03165.1_354,100.000,18,0,0,255,272,2013,2030,0.021,33.7
lcl|L43967.2_cds_AAC71222.1_6,lcl|CP003770.1_cds_AFQ02878.1_67,82.353,34,3,1,244,274,667,700,0.021,33.7
lcl|L43967.2_cds_AAC71223.1_7,lcl|CP003770.1_cds_AFQ02818.1_7,99.869,765,1,0,1,765,1,765,0.0,1376
lcl|L43967.2_cds_AAC71223.1_7,lcl|CP003770.1_cds_AFQ02817.1_6,100.000,28,0,0,1,28,606,633,9.64e-08,51.8
lcl|L43967.2_cds_AAC71223.1_7,lcl|CP003770.1_cds_AFQ03176.1_365,83.871,31,5,0,502,532,217,247,0.026,34.6
lcl|L43967.2_cds_AAC71223.1_7,lcl|CP003770.1_cds_AFQ03171.1_360,100.000,18,0,0,455,472,1736,1753,0.026,33.7
lcl|L43967.2_cds_AAC71223.1_7,lcl|CP003770.1_cds_AFQ02916.1_105,76.000,50,6,2,637,686,1153,1196,0.026,33.7
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ02819.1_8,100.000,1329,0,0,1,1329,1,1329,0.0,2397
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03199.1_388,82.927,41,6,1,1077,1117,546,585,0.001,40.1
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03266.1_455,80.488,41,8,0,1040,1080,311,351,0.001,39.2
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03278.1_467,77.778,45,10,0,679,723,331,375,0.004,37.4
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03291.1_480,84.375,32,5,0,1154,1185,302,333,0.013,36.5
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03291.1_480,85.714,28,4,0,403,430,637,664,0.046,33.7
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03165.1_354,86.842,38,2,3,583,618,1769,1805,0.013,36.5
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03072.1_261,88.889,27,3,0,1300,1326,603,577,0.013,36.5
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03274.1_463,100.000,19,0,0,1041,1059,897,915,0.013,35.6
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ03302.1_491,82.353,34,2,1,611,644,74,103,0.046,34.6
lcl|L43967.2_cds_AAC71224.1_8,lcl|CP003770.1_cds_AFQ02812.1_1,84.848,33,4,1,602,633,638,606,0.046,34.6
lcl|L43967.2_cds_AAC71225.1_9,lcl|CP003770.1_cds_AFQ02820.1_9,100.000,789,0,0,1,789,1,789,0.0,1424
lcl|L43967.2_cds_AAC71225.1_9,lcl|CP003770.1_cds_AFQ03201.1_390,75.510,49,7,1,367,415,294,337,0.008,35.6
